Bedrooms,Bathrooms,SqftLiving,HouseAge,Garage,Floors,Neighborhood,DistanceToCity,Price
4,3,1735,5,1,2,2,9.8,391000
4,4,1225,18,1,3,1,17.2,280000
5,5,2104,40,2,1,2,47.6,305000
4,4,1491,1,1,2,1,34.5,310000
3,3,1161,19,2,2,0,1.4,241000
4,4,1332,23,2,3,3,13.4,399000
2,2,629,26,2,3,0,1.5,152000
4,3,1793,49,2,2,1,36.0,257000
2,2,806,29,2,3,2,24.0,211000
4,3,1523,59,1,1,0,49.7,116000
2,2,776,34,0,1,1,36.9,59000
2,1,897,19,2,1,2,26.4,204000
2,1,888,48,1,1,3,40.4,183000
1,1,500,18,0,2,2,35.5,50000
4,4,1818,2,0,3,1,12.9,358000
4,3,1794,27,0,2,2,27.0,323000
3,2,1282,6,2,2,2,28.2,252000
2,2,810,39,2,1,2,23.1,178000
2,2,931,6,1,2,2,9.8,242000
1,1,500,59,2,2,0,11.9,50000
2,2,1012,6,1,2,0,14.8,156000
5,4,2179,31,2,1,2,1.5,421000
2,2,596,41,1,2,3,45.9,165000
3,3,982,40,2,2,1,34.6,140000
2,1,659,30,1,2,3,34.8,183000
2,1,995,56,1,1,3,29.0,207000
3,3,884,54,2,1,3,34.8,187000
4,3,1678,21,0,1,3,49.1,300000
2,1,872,41,2,2,2,19.9,171000
2,1,1032,44,1,2,2,35.9,144000
3,3,1236,18,1,3,2,18.6,332000
2,1,531,23,1,2,0,42.9,50000
2,1,608,38,0,1,0,43.0,50000
6,5,2163,23,1,2,0,45.2,288000
4,3,1492,28,2,2,0,1.3,261000
3,3,1163,36,1,1,0,15.6,103000
3,2,966,25,2,2,3,7.6,357000
3,2,1494,7,1,1,2,23.2,266000
3,3,934,18,1,1,1,25.3,204000
4,3,1869,20,1,2,2,13.5,383000
4,4,1837,5,1,2,1,36.4,309000
2,1,979,18,2,2,0,14.2,134000
3,3,1061,42,0,1,2,42.8,201000
3,2,1268,40,1,3,1,9.7,228000
5,4,1744,33,1,2,2,19.0,345000
4,3,1782,15,1,2,1,31.5,271000
3,2,1185,35,1,2,1,30.7,148000
2,1,718,47,1,2,2,4.8,170000
4,4,1355,46,0,1,0,42.5,80000
2,1,500,1,2,2,3,30.3,239000
3,2,992,21,2,2,0,43.6,85000
2,1,1022,8,0,1,1,43.5,132000
4,4,1519,7,1,2,3,27.8,401000
2,1,766,41,2,2,3,45.6,166000
3,2,1331,50,2,2,1,42.6,159000
5,4,2361,44,2,1,0,47.9,262000
2,2,1065,40,2,1,2,42.7,133000
3,3,1005,40,0,1,0,41.2,83000
3,2,811,30,2,2,1,24.0,147000
1,1,871,38,2,1,2,11.4,199000
4,3,2053,35,1,1,1,45.6,260000
2,2,837,2,1,3,0,36.4,60000
3,2,945,46,1,1,1,14.8,125000
3,3,1392,8,1,2,3,17.7,381000
4,3,1578,38,1,3,2,34.6,277000
4,3,1577,4,0,2,2,24.4,336000
3,3,1378,37,0,2,1,5.0,232000
1,1,500,21,1,3,0,7.9,102000
4,4,1362,13,1,3,1,37.5,246000
3,2,1135,9,2,2,1,17.1,265000
4,3,1732,45,0,1,1,25.9,197000
4,3,1702,29,2,2,1,38.6,249000
4,3,1652,41,2,2,2,37.8,267000
3,2,1386,56,2,3,2,9.2,280000
3,3,1127,24,2,2,0,5.8,192000
4,4,1635,16,0,2,2,30.0,308000
3,3,524,12,1,2,2,37.3,151000
2,1,710,2,0,1,0,8.3,94000
5,4,2152,19,2,1,0,19.2,319000
5,5,1921,30,1,2,2,43.6,293000
3,2,1106,16,1,1,1,47.3,91000
2,1,591,24,2,1,0,23.2,58000
3,2,1400,13,2,2,0,4.9,181000
4,4,1709,5,2,1,0,13.6,286000
5,5,2165,23,1,3,3,12.4,488000
2,1,500,56,1,1,2,12.7,114000
2,1,767,38,1,3,1,25.2,94000
5,4,1943,31,0,2,3,29.6,417000
3,3,1143,53,2,1,2,7.0,261000
3,3,1076,56,1,2,2,44.6,121000
6,5,2330,17,0,3,1,31.4,374000
2,1,969,49,2,2,1,30.3,141000
4,3,1217,49,1,2,0,49.4,63000
2,1,1155,3,2,3,1,31.8,207000
3,3,1296,26,2,1,0,46.5,152000
4,3,1591,13,2,2,1,15.0,299000
3,2,1381,44,0,1,0,12.8,155000
6,5,2109,38,1,2,1,26.3,318000
3,2,1067,22,2,1,2,25.9,173000
3,3,1175,21,2,2,1,12.1,270000
2,2,1073,29,1,1,2,35.3,188000
3,3,1190,45,1,1,2,2.5,265000
3,3,1290,46,0,2,1,34.8,124000
2,2,682,39,2,2,1,23.4,96000
3,2,1297,5,1,2,3,34.8,335000
3,2,1535,14,0,2,0,24.4,187000
4,3,1799,18,1,1,2,48.9,282000
4,4,1583,4,1,3,2,17.4,379000
4,4,1735,33,2,1,1,49.1,261000
1,1,515,39,0,1,1,4.2,89000
2,2,901,20,0,2,1,34.5,110000
4,4,1822,13,1,2,2,23.3,340000
3,2,1420,36,1,1,2,41.3,219000
1,1,500,45,0,1,3,39.7,75000
4,3,1728,4,1,2,1,40.2,250000
4,3,1523,35,1,2,1,5.6,298000
3,3,1015,8,2,2,0,41.3,155000
2,1,746,52,0,3,3,11.5,204000
4,4,1584,40,2,1,1,2.3,271000
3,2,867,57,1,2,1,11.7,164000
4,4,1772,49,0,1,3,24.5,351000
4,3,1046,47,0,1,1,37.4,102000
4,4,2142,36,1,1,1,11.7,324000
3,2,1500,6,1,2,0,6.5,242000
2,1,747,56,1,1,1,32.7,50000
4,3,1601,22,1,2,3,49.2,358000
4,3,1660,6,1,3,1,30.4,285000
4,3,1482,42,1,2,1,34.9,177000
2,1,838,36,0,1,0,28.5,59000
2,1,771,9,1,1,1,39.3,92000
5,4,1981,16,2,2,1,48.8,320000
4,3,1636,39,0,1,0,27.7,174000
5,4,1737,46,2,3,2,21.4,343000
4,3,1607,59,1,3,1,43.2,162000
3,2,1232,38,2,2,2,48.5,191000
4,3,1625,33,0,1,0,7.3,185000
5,4,1956,18,2,3,2,29.3,397000
3,2,1427,12,1,2,1,39.8,222000
4,4,1529,54,1,2,1,27.1,248000
2,1,845,27,1,1,3,21.1,200000
3,2,1459,47,0,2,0,33.1,101000
4,3,1584,1,2,3,1,14.2,328000
3,2,1242,15,1,1,1,18.1,219000
2,2,780,47,0,2,1,49.6,50000
3,2,1447,27,0,1,1,32.2,158000
2,1,748,16,0,3,0,43.8,50000
2,1,1056,21,1,2,2,40.6,148000
3,3,1179,1,1,1,2,33.0,246000
5,4,1828,29,1,1,2,42.2,338000
3,2,1335,3,1,2,0,15.1,216000
2,2,739,12,1,1,1,32.2,123000
2,2,924,28,1,2,2,29.9,211000
4,4,1054,39,0,1,0,31.5,103000
3,2,1201,37,1,1,2,9.3,253000
4,4,1508,31,0,2,0,14.6,196000
4,4,1387,31,2,2,1,15.0,257000
4,3,1489,58,2,2,2,30.5,222000
3,3,1085,33,2,2,2,48.7,181000
4,4,1590,33,1,2,2,47.7,255000
3,2,926,47,2,2,2,12.1,221000
5,4,2063,40,1,1,2,15.9,368000
4,3,1873,11,1,1,1,2.8,338000
3,2,1256,46,1,1,3,20.5,245000
3,2,1361,29,2,2,2,41.9,242000
2,1,1018,25,2,2,2,45.9,161000
4,4,1847,55,1,2,1,12.6,286000
2,2,1174,13,0,2,3,14.0,265000
3,2,1100,51,1,1,1,11.8,162000
3,3,1056,44,2,2,0,18.2,149000
4,3,1756,54,2,1,0,40.4,169000
4,3,1741,19,1,2,0,32.7,214000
4,4,1755,58,1,2,1,39.5,228000
4,4,1977,36,1,2,2,29.6,314000
2,2,802,28,2,3,2,13.6,225000
2,1,885,4,2,2,0,12.2,150000
4,3,1403,3,1,2,2,1.4,385000
3,2,1627,58,1,1,1,39.3,112000
3,3,1132,38,2,1,1,42.5,123000
1,1,500,37,1,3,1,38.6,77000
3,2,1130,43,2,3,2,4.6,221000
1,1,500,25,1,2,1,38.3,67000
5,4,1854,41,2,1,0,3.2,268000
2,1,695,35,2,3,1,6.2,162000
3,3,926,29,1,1,2,22.6,236000
1,1,500,41,2,1,2,24.3,116000
4,4,1989,29,0,2,0,41.0,242000
3,2,1347,12,2,1,0,34.3,153000
5,5,2185,35,2,1,2,8.5,425000
5,4,2235,20,1,2,2,12.1,453000
3,2,1566,17,1,1,1,15.0,247000
5,4,1645,53,1,3,2,7.1,349000
6,5,2154,12,2,3,3,15.1,552000
4,3,1439,57,2,2,1,36.7,199000
4,3,1506,50,1,3,1,12.8,211000
2,1,739,36,2,2,0,41.9,50000
3,2,1110,10,1,2,2,24.0,259000
2,1,843,18,1,2,1,16.8,149000
2,1,807,30,1,2,0,21.2,74000
6,5,2255,8,1,2,2,35.8,436000
3,2,764,41,0,2,2,26.3,135000
4,3,1401,51,1,2,0,1.4,188000
4,4,1490,13,1,2,0,46.2,158000
5,5,1950,31,2,2,1,4.2,369000
6,5,2174,57,0,2,2,47.0,279000
2,1,701,6,1,2,2,2.4,236000
1,1,500,54,1,2,1,38.8,50000
3,2,1174,7,2,1,1,27.2,196000
2,1,585,21,2,2,2,25.8,201000
1,1,500,38,2,1,1,4.6,99000
3,2,938,43,2,3,2,12.7,236000
4,4,1569,49,1,2,1,39.1,189000
3,3,1026,51,1,2,2,44.7,144000
3,2,1381,28,2,3,1,26.9,234000
4,3,1681,57,2,2,1,18.3,241000
2,1,786,44,1,1,0,3.9,74000
1,1,500,21,2,2,2,34.4,146000
4,3,1676,21,2,1,1,14.6,288000
4,4,1738,24,2,1,1,3.7,309000
4,4,1628,27,2,2,3,33.6,337000
1,1,720,27,1,2,3,24.8,230000
4,4,1691,13,1,2,3,1.6,464000
4,4,1782,50,0,2,0,6.4,239000
3,3,1226,29,1,1,2,35.3,209000
4,3,1735,39,2,2,1,4.1,283000
5,5,1840,57,1,1,0,43.4,168000
3,3,1108,55,1,1,1,16.3,151000
3,3,1269,28,1,2,1,5.3,222000
6,5,2468,37,2,1,0,38.2,283000
4,4,1701,29,0,1,1,26.7,213000
3,2,1420,48,1,1,2,16.0,252000
4,3,1315,22,1,2,1,20.9,212000
3,3,1005,36,1,2,1,2.0,214000
2,1,845,30,2,3,1,33.5,119000
3,3,1055,28,2,2,3,18.9,319000
5,4,2675,23,1,2,0,36.0,344000
5,4,2103,33,2,1,1,31.8,313000
3,3,1184,4,1,1,1,32.9,208000
3,3,1096,3,2,2,2,39.9,255000
2,1,703,32,1,2,0,31.9,50000
6,5,2406,4,2,2,1,21.5,467000
6,5,2422,1,1,1,1,20.1,423000
4,3,1508,12,0,1,2,6.9,326000
4,3,1545,13,1,1,1,39.2,202000
4,3,1868,34,1,2,2,38.3,305000
3,3,1476,59,2,1,0,13.1,150000
2,1,850,29,0,2,3,43.3,160000
3,2,931,9,1,1,1,29.9,145000
4,4,1707,31,2,2,2,24.5,337000
4,3,1910,7,1,1,1,1.9,318000
3,2,1473,13,2,1,1,19.8,269000
5,4,2146,54,0,1,1,32.4,259000
2,2,1084,2,1,1,2,5.4,272000
3,2,1210,33,2,1,3,23.5,256000
4,4,1725,50,1,2,1,49.7,206000
4,3,1463,7,1,1,2,36.1,273000
4,4,1658,18,2,1,0,27.8,262000
3,2,1465,51,1,2,3,27.1,288000
2,1,682,8,2,2,1,3.1,222000
4,4,1427,55,2,1,1,47.9,166000
3,2,1219,12,0,2,1,46.5,175000
2,1,754,43,2,2,2,34.4,144000
4,4,1729,59,1,1,2,5.9,303000
3,2,1109,30,1,2,1,11.2,202000
4,3,1943,59,2,1,1,10.0,266000
4,4,1342,9,2,1,0,26.5,256000
2,2,1050,28,2,3,1,11.2,210000
1,1,500,4,2,1,1,35.1,94000
4,4,1240,39,1,1,1,27.7,198000
4,3,1647,17,1,3,1,1.9,310000
4,4,1549,11,1,2,2,37.5,336000
4,3,1378,59,1,2,2,10.3,239000
4,3,1263,2,1,2,1,41.4,194000
6,5,2398,23,2,2,2,18.4,471000
3,2,1395,50,1,2,0,17.6,115000
3,2,1316,22,2,1,2,1.6,341000
3,2,1211,26,2,2,0,49.4,101000
2,2,895,12,0,1,2,31.0,113000
3,3,1194,32,1,1,1,21.7,191000
3,2,914,9,1,2,1,5.7,229000
5,4,1715,43,1,2,2,35.3,285000
3,2,1159,5,2,1,0,14.9,163000
3,2,1167,26,1,1,1,49.4,123000
3,3,1370,7,2,2,2,47.6,259000
2,1,951,29,2,2,2,37.0,155000
1,1,521,33,1,3,1,48.6,50000
3,3,1143,24,2,2,1,6.2,252000
2,1,523,25,0,3,1,14.7,122000
4,4,1682,31,0,2,2,13.4,338000
5,4,2105,29,0,2,1,4.5,323000
5,4,1522,5,1,3,2,48.6,323000
4,4,1433,38,1,2,1,3.9,288000
2,1,661,45,2,2,0,43.0,50000
5,4,2023,11,1,2,1,38.6,303000
5,4,1839,32,1,1,1,19.4,296000
2,2,792,8,1,3,2,1.9,276000
4,4,1557,20,1,2,1,1.3,309000
3,2,1168,34,1,2,3,11.0,311000
4,4,1456,47,1,1,1,25.2,208000
6,5,2272,42,1,1,1,23.4,329000
1,1,500,8,1,2,0,29.7,50000
5,5,2076,2,1,2,2,38.8,428000
4,3,1714,21,2,3,2,19.5,343000
6,5,2245,15,0,1,0,8.9,324000
3,2,1504,6,2,2,3,40.2,346000
4,3,1537,5,1,1,1,17.3,285000
2,2,1106,54,1,2,2,15.1,170000
3,3,1071,54,1,2,2,38.5,155000
2,1,500,3,1,2,2,46.8,109000
6,5,2480,43,1,3,3,45.8,432000
4,3,1649,43,2,1,2,7.7,376000
5,5,2006,16,1,2,3,25.7,444000
5,5,1871,35,2,2,0,5.6,293000
2,1,793,9,1,1,1,48.1,129000
3,2,1097,35,1,3,2,11.5,267000
2,1,739,19,1,3,2,10.7,226000
2,1,968,43,0,1,1,44.6,50000
2,1,836,46,2,2,0,48.4,50000
3,2,1321,34,2,1,2,35.2,241000
3,3,1153,39,2,2,3,6.9,329000
2,1,731,10,1,2,1,24.8,102000
2,1,569,10,1,1,1,41.0,74000
2,2,725,20,2,3,0,29.1,133000
6,5,1735,1,1,2,1,7.5,389000
4,3,1481,6,2,3,2,9.4,370000
6,5,2383,53,1,1,3,43.3,398000
3,2,1312,46,2,2,0,26.8,130000
3,2,1146,59,2,2,1,35.6,110000
4,4,1669,2,2,1,2,19.3,378000
3,2,764,38,1,1,1,27.1,132000
3,2,1188,33,1,3,1,48.9,165000
2,1,500,3,1,2,2,17.2,169000
2,2,558,36,2,2,2,34.1,160000
3,3,1162,13,2,3,1,9.5,286000
3,2,1455,35,0,1,2,7.0,279000
4,3,1674,15,1,2,1,39.4,261000
2,1,803,45,1,2,1,42.4,50000
2,1,796,22,2,2,0,33.7,65000
4,3,1457,43,0,1,1,8.8,237000
2,1,691,4,1,2,0,12.8,90000
3,2,1285,17,1,2,1,45.6,150000
5,5,1722,5,1,2,2,15.1,410000
2,1,918,21,2,2,2,41.1,159000
2,1,722,57,1,1,0,15.0,50000
3,3,1365,24,0,2,1,47.0,149000
3,3,1392,31,0,2,1,45.8,164000
3,3,865,40,1,3,1,3.1,199000
4,3,1483,53,1,1,1,38.8,154000
2,2,628,56,1,1,2,9.3,133000
3,2,837,30,1,1,0,11.5,92000
3,2,993,42,0,2,1,23.5,127000
2,1,1288,7,2,1,0,29.2,134000
4,3,1721,49,2,2,0,17.0,213000
3,3,1583,7,2,3,3,29.2,406000
3,2,1365,27,2,1,1,9.4,220000
2,1,651,24,1,1,1,2.1,131000
3,2,1123,19,1,3,2,29.0,252000
3,3,1317,41,2,1,0,26.4,102000
4,3,1687,56,0,2,1,34.8,224000
2,1,684,34,1,1,2,32.8,139000
3,2,898,22,0,2,2,45.0,122000
3,2,1857,52,1,1,1,23.5,179000
4,3,1571,51,1,2,1,1.4,263000
3,2,1134,27,1,2,2,31.9,192000
4,3,1622,6,0,2,1,34.1,275000
4,3,1551,10,2,1,0,26.6,234000
5,5,2024,45,0,2,1,34.8,278000
3,3,1457,31,2,1,1,16.9,233000
3,3,1175,25,1,3,0,8.3,224000
4,4,1367,2,1,2,1,33.6,274000
6,5,2367,10,1,1,2,13.0,488000
5,4,1907,10,0,1,1,23.4,339000
3,3,1484,26,1,1,0,25.1,154000
2,1,1034,5,1,1,1,24.4,197000
3,3,1221,22,2,2,2,30.3,258000
4,4,1344,4,2,1,0,2.4,277000
3,3,954,55,0,3,0,49.5,50000
3,3,1203,34,1,1,1,36.1,119000
4,3,1667,7,1,2,0,21.8,268000
3,2,1125,50,0,1,3,10.4,211000
5,5,1903,17,1,1,1,4.9,349000
3,2,1081,11,2,3,1,33.9,194000
3,2,1195,53,1,2,2,16.5,175000
3,2,723,50,2,2,1,12.2,113000
4,3,1379,8,1,2,0,19.6,222000
2,1,674,28,2,3,1,30.1,110000
2,1,1041,44,1,2,2,33.9,149000
6,5,2237,56,2,1,0,32.6,249000
2,2,836,33,2,1,1,43.3,95000
3,2,1245,52,0,2,1,11.7,159000
3,2,1459,25,1,2,1,32.2,173000
3,2,1452,21,2,2,2,6.0,325000
4,3,1588,12,2,1,2,27.8,300000
2,1,704,59,1,3,2,29.6,128000
3,3,1067,26,1,2,2,11.6,253000
3,2,1151,29,1,2,3,20.2,338000
4,3,1513,38,1,1,0,41.5,154000
2,1,910,35,1,3,0,8.3,111000
3,2,1284,37,1,2,1,22.3,199000
2,1,918,46,1,2,1,46.7,50000
3,3,1451,44,2,3,1,25.7,246000
2,1,1172,45,2,3,1,36.5,122000
2,1,824,45,0,1,0,41.5,50000
4,3,1819,29,2,3,1,11.0,316000
3,3,1129,49,1,2,3,11.7,271000
5,4,2237,24,1,1,1,38.2,315000
6,5,2612,59,2,1,0,37.9,299000
3,2,1401,15,1,2,2,3.9,320000
2,1,818,6,0,2,1,16.8,154000
3,2,1066,32,0,2,1,20.5,124000
4,4,1321,44,1,1,1,41.6,211000
3,3,1191,34,2,2,2,21.7,263000
2,1,1106,36,2,2,2,46.4,173000
3,2,1138,20,2,2,1,49.8,148000
4,4,1757,57,2,3,1,39.3,219000
4,4,1768,57,2,2,1,33.7,242000
2,2,743,53,2,1,0,20.2,55000
4,3,1863,12,0,2,3,4.3,461000
2,2,500,35,2,3,2,29.1,191000
2,1,555,49,1,1,0,18.7,50000
5,4,1816,38,2,3,2,18.2,337000
2,2,636,56,0,1,1,34.7,50000
3,2,1267,17,2,2,3,23.7,334000
1,1,500,27,2,2,2,37.9,106000
5,4,2078,17,2,2,0,20.5,320000
4,4,1719,11,2,2,2,8.4,360000
4,3,1409,55,1,2,1,23.6,211000
4,3,1356,39,1,2,0,47.6,75000
2,2,879,2,1,2,2,40.3,165000
3,3,1073,51,0,2,1,11.1,140000
3,2,885,2,1,2,0,20.2,144000
2,2,994,54,1,2,2,46.5,88000
3,2,1479,29,1,1,2,7.1,272000
5,4,2311,45,2,2,0,13.4,344000
1,1,500,24,2,1,1,13.8,104000
3,2,1325,24,0,2,1,29.0,192000
2,1,1073,16,0,1,0,21.1,76000
2,1,671,31,1,2,2,4.9,186000
5,4,2222,49,1,1,0,31.8,240000
3,3,1255,43,0,1,0,5.9,128000
3,3,1382,9,1,2,0,30.7,185000
4,3,1637,27,1,2,1,25.8,219000
2,1,1059,56,1,2,2,25.2,164000
3,2,1244,41,1,1,1,4.3,194000
3,3,903,14,1,3,1,32.3,173000
3,2,1490,45,2,1,2,22.1,272000
6,5,2210,25,2,3,0,21.1,362000
4,4,1850,43,1,2,1,30.2,256000
3,2,1181,44,0,1,0,30.7,50000
4,4,1835,22,1,2,0,1.7,325000
2,1,1026,35,0,3,1,7.1,138000
1,1,500,33,1,2,0,12.6,53000
2,1,901,27,0,1,1,34.2,55000
3,2,1284,40,1,2,2,29.3,237000
3,3,797,26,1,2,0,38.1,96000
4,4,1623,19,2,2,2,37.3,283000
5,4,1776,45,0,3,2,42.8,287000
3,2,1234,39,1,1,1,19.5,181000
3,2,971,45,0,1,1,17.9,135000
2,2,563,26,0,1,1,41.7,52000
1,1,720,6,2,3,0,12.6,113000
3,2,1413,3,1,2,3,23.6,347000
3,2,1199,6,0,3,1,10.5,275000
4,3,1636,28,1,2,2,45.8,244000
2,2,750,3,1,2,2,21.0,225000
1,1,513,13,1,1,0,11.4,87000
3,2,1064,13,1,3,1,34.9,162000
2,1,998,57,2,2,0,13.0,58000
1,1,500,13,1,2,2,47.2,76000
4,3,1516,1,1,1,2,19.0,343000
2,2,804,40,1,2,1,33.6,69000
4,4,1481,37,2,2,0,17.9,214000
3,3,1265,31,2,1,0,40.6,152000
2,2,692,52,2,2,2,44.9,104000
3,2,1293,17,2,2,3,39.6,283000
4,3,1843,9,2,1,0,42.6,233000
3,3,1056,45,1,1,0,6.0,131000
4,4,1573,57,2,2,1,46.3,200000
2,1,892,13,2,1,0,31.6,125000
4,4,1512,37,0,2,2,43.6,247000
2,1,892,14,1,2,1,34.5,171000
4,4,1711,11,2,1,2,10.9,396000
3,2,1416,25,2,1,1,30.9,193000
5,5,1878,31,2,2,1,5.5,414000
3,3,1011,58,2,1,1,35.1,112000
2,2,738,14,2,2,2,21.0,194000
1,1,500,57,1,2,2,8.4,159000
4,3,1712,7,0,3,1,49.0,230000
3,2,967,24,0,1,1,45.2,82000
4,4,2066,49,1,2,0,44.8,189000
2,2,1059,36,1,2,0,39.7,72000
3,2,1202,42,1,1,2,34.9,203000
1,1,573,42,1,1,1,33.1,50000
6,5,2072,47,2,2,1,6.2,392000
4,3,2104,52,1,1,2,45.1,266000
5,4,1881,44,2,1,1,44.2,241000
3,2,1175,41,2,3,1,37.6,197000
4,3,1228,3,1,1,0,46.4,147000
4,3,1697,47,1,2,2,28.1,289000
3,3,978,44,2,2,1,22.9,165000
4,4,1620,26,2,2,0,48.4,204000
5,5,1891,47,1,1,2,23.7,366000
5,4,1784,26,0,2,1,32.4,219000
4,3,1439,1,1,2,2,19.3,357000
3,2,1245,15,0,1,3,32.2,301000
3,3,943,11,1,1,2,36.3,219000
6,5,2250,37,1,1,2,31.6,371000
1,1,532,7,1,1,0,26.2,50000
4,4,2120,12,2,1,1,15.7,422000
4,3,1695,52,1,1,2,32.5,235000
4,3,1416,57,2,2,1,45.5,192000
6,5,2326,38,2,2,1,1.3,435000
3,2,1206,54,2,2,2,7.6,288000
3,2,1130,3,1,2,0,6.9,194000
2,1,980,42,1,3,0,46.2,50000
3,2,1243,58,2,3,2,33.5,203000
3,2,1381,53,2,3,2,47.6,169000
3,3,1137,26,1,1,2,29.6,277000
4,3,1865,54,0,1,2,23.6,286000
5,5,1966,30,2,2,2,39.8,377000
2,2,605,32,1,1,2,8.9,187000
3,2,1635,36,0,1,0,19.7,147000
5,4,1635,45,2,1,2,23.8,306000
2,1,652,51,1,3,0,15.6,50000
2,2,674,37,1,1,1,19.2,141000
2,2,1301,55,2,2,1,4.8,181000
3,3,1561,59,1,1,1,10.7,198000
2,2,1098,54,1,2,1,17.4,134000
6,5,2333,18,1,2,0,40.0,302000
3,3,1685,1,1,1,1,9.9,287000
3,2,1273,53,2,3,0,18.0,91000
2,2,995,21,1,2,1,4.2,168000
3,2,1235,28,0,2,2,28.3,240000
4,4,1590,48,0,3,2,31.0,267000
4,4,1549,16,1,2,2,43.4,307000
4,4,1558,48,1,2,1,41.1,186000
3,2,1321,28,1,1,2,15.0,258000
5,4,2073,22,1,2,1,7.7,406000
4,3,1593,19,0,1,0,8.6,254000
4,3,1901,48,1,1,2,48.5,271000
2,2,500,1,2,2,2,34.0,185000
1,1,501,31,0,1,2,3.1,148000
2,1,943,52,1,2,2,7.7,190000
4,4,1829,52,1,2,0,24.8,204000
3,3,1187,42,2,2,2,11.2,259000
3,3,1241,34,0,1,2,40.4,210000
5,5,2197,46,2,1,2,29.1,351000
5,4,2298,40,1,2,2,31.0,406000
5,5,1939,6,2,2,1,23.7,371000
3,3,1253,28,1,1,0,13.5,140000
4,4,1935,3,2,2,0,29.9,287000
3,2,775,31,2,2,0,36.1,55000
2,1,661,16,1,1,1,19.2,108000
2,2,1093,17,1,2,1,25.7,167000
3,3,1418,44,1,1,3,42.1,242000
3,3,1304,27,0,3,2,8.3,283000
4,3,1510,51,2,1,2,27.7,256000
2,2,623,24,0,1,0,18.1,68000
4,3,1481,20,0,3,1,35.4,220000
3,2,1509,32,1,1,2,1.9,309000
3,2,1074,35,0,2,0,33.9,77000
3,3,1220,13,2,1,2,6.0,326000
3,2,1049,48,2,3,3,4.2,304000
3,2,1368,43,1,2,1,36.5,147000
3,3,1092,20,2,2,2,32.4,228000
2,2,780,59,2,1,0,44.9,50000
2,2,500,48,1,1,2,26.5,126000
3,3,877,52,2,2,0,27.0,79000
5,5,2001,2,0,1,0,35.6,262000
3,2,934,4,1,2,2,16.8,250000
4,3,2021,27,1,2,2,2.8,388000
4,3,1187,25,2,2,2,12.3,285000
5,5,1839,4,0,1,1,12.7,320000
4,3,1603,32,1,2,2,17.4,308000
3,3,1126,17,1,2,2,47.2,215000
4,3,1379,1,1,2,3,40.4,314000
5,5,1808,33,2,2,2,46.9,306000
3,3,1001,30,1,1,2,49.9,141000
3,2,1142,5,1,2,2,22.3,240000
1,1,790,54,0,3,1,12.1,70000
4,3,1615,12,1,1,0,28.4,208000
4,3,1836,38,1,1,0,44.2,141000
2,1,901,32,0,1,2,23.8,148000
3,2,1422,38,1,2,2,25.8,231000
3,2,640,57,1,2,2,7.6,141000
2,2,739,17,0,1,1,21.6,128000
6,5,2661,58,1,2,0,20.0,323000
2,1,685,54,2,2,1,18.2,83000
2,2,1152,45,1,3,1,44.5,143000
3,3,1496,40,2,2,1,3.9,253000
4,3,1506,32,0,2,3,48.6,305000
1,1,500,24,1,3,0,1.4,79000
4,3,1397,12,1,1,1,47.3,175000
3,3,1074,47,1,2,1,27.9,137000
2,1,553,31,1,2,3,35.4,163000
2,2,885,19,2,1,2,10.2,262000
3,2,908,29,1,1,1,33.1,138000
3,2,1320,21,0,1,3,44.2,248000
5,5,2125,26,1,2,1,7.8,411000
4,3,1267,52,2,2,0,7.2,140000
6,5,2709,28,2,2,1,15.9,464000
3,2,1302,17,1,2,1,8.9,252000
6,5,2549,9,1,1,2,6.4,519000
3,2,1048,21,1,2,3,34.2,227000
3,2,1324,50,2,1,2,11.5,229000
2,2,1025,34,2,1,1,33.7,131000
2,2,780,11,2,1,1,43.2,143000
4,4,2000,55,1,1,0,32.9,235000
3,2,1208,20,0,1,1,6.8,196000
2,1,1028,49,2,1,0,29.1,50000
4,4,1658,53,2,2,1,20.3,275000
3,2,1317,50,2,1,2,17.8,288000
3,2,865,47,0,1,2,16.6,180000
3,2,1274,39,1,3,0,46.5,79000
4,4,1453,16,1,2,1,37.4,298000
4,3,1430,57,2,1,1,7.6,243000
3,3,1548,29,1,1,0,24.3,163000
3,3,1157,1,1,2,1,16.6,288000
3,2,999,18,1,2,1,48.9,111000
4,4,1528,59,0,1,2,48.9,175000
3,3,939,22,1,1,2,16.7,246000
2,1,1086,8,0,3,1,18.3,189000
2,2,660,7,1,2,2,30.4,184000
3,2,1305,25,2,2,0,24.5,169000
3,3,1471,30,2,1,2,11.4,331000
4,4,1499,34,1,1,0,33.4,121000
2,2,906,44,2,2,0,17.4,104000
3,3,993,48,1,3,0,33.0,80000
4,3,2089,41,2,1,1,19.8,293000
4,3,1787,52,2,3,1,35.3,229000
3,2,1161,11,0,1,3,33.7,211000
3,2,1045,15,1,2,2,25.9,218000
3,3,1177,35,1,1,1,35.5,178000
5,4,1932,23,2,2,1,23.6,355000
2,1,1190,53,1,2,2,6.7,209000
5,4,1754,45,1,2,2,9.9,318000
4,4,1626,21,1,2,2,13.1,369000
3,2,1196,28,2,1,1,4.1,258000
1,1,500,13,2,2,2,35.9,159000
3,3,1178,34,1,1,2,19.0,218000
3,2,1176,38,2,2,0,5.6,154000
2,2,974,6,2,1,1,41.2,189000
4,3,1721,44,2,2,2,34.5,265000
